source,target,edgeType,weight
U_7f2a55dd-43a8-5985-b69a-8533dbff5bd0,C_k30,BELONGS_TO_COHORT,1.0
U_7f45e90c-d220-505c-959c-9907c0f1ec62,C_k32,BELONGS_TO_COHORT,1.0
U_7f47eb0c-0415-5e14-9e86-0a3273e8c812,C_k35,BELONGS_TO_COHORT,1.0
U_7f48e597-43d9-5a75-8f5b-cfe820941ca6,C_k33,BELONGS_TO_COHORT,1.0
U_7f52d1c9-d1b6-511c-9661-71092747d237,C_k40,BELONGS_TO_COHORT,1.0
U_7f554631-61eb-513c-a003-40ecae334226,C_k40,BELONGS_TO_COHORT,1.0
U_7f615818-7ec3-5444-8279-3519746f47a6,C_k35,BELONGS_TO_COHORT,1.0
U_7f696fa4-bc6d-58e7-b9a0-894003ce66fa,C_k37,BELONGS_TO_COHORT,1.0
U_7f73b84d-866c-52ae-a96b-207601fc689e,C_k39,BELONGS_TO_COHORT,1.0
U_7f7f8272-7b63-5ecf-9090-c4b3fa83b797,C_k42,BELONGS_TO_COHORT,1.0
U_7f8d6fd0-f61e-5f33-a40c-5983b9eafadd,C_k44,BELONGS_TO_COHORT,1.0
U_7f92e993-c088-5f2f-a0a1-97b1303d9999,C_k45,BELONGS_TO_COHORT,1.0
U_7fa286d0-bb11-58e6-ac97-896cc3f44bc6,C_k44,BELONGS_TO_COHORT,1.0
U_7fa2bd64-8c22-56f5-a63c-843b83c2f4b6,C_k32,BELONGS_TO_COHORT,1.0
U_7fb17246-2db0-555e-b8a8-5109d3957bce,C_k44,BELONGS_TO_COHORT,1.0
U_7ff19ca7-1fb1-545c-9f08-a418c0cc37d9,C_k33,BELONGS_TO_COHORT,1.0
U_800e8363-135a-5554-ad0c-65d03ab8e444,C_k33,BELONGS_TO_COHORT,1.0
U_8018647e-a120-5184-90b8-c103bd1ca6d0,C_k37,BELONGS_TO_COHORT,1.0
U_80229ffb-5364-569e-81a5-dc87caf12e26,C_k36,BELONGS_TO_COHORT,1.0
U_80352bf0-a5d3-5d3b-a2f0-00531b1b4657,C_k35,BELONGS_TO_COHORT,1.0
U_80363117-3d35-5776-ac84-4fc5a07c3ec9,C_k45,BELONGS_TO_COHORT,1.0
U_804859fc-e2e0-575f-9f5c-eddc60640d29,C_k33,BELONGS_TO_COHORT,1.0
U_806046e6-b75e-5f37-871a-957f19bf299d,C_k40,BELONGS_TO_COHORT,1.0
U_806776cb-308d-522c-a197-7aecd4fae6b6,C_k45,BELONGS_TO_COHORT,1.0
U_807f45dc-dcc3-57d6-9447-39b45f54237f,C_k45,BELONGS_TO_COHORT,1.0
U_80904066-5bbd-53a0-af31-5077019bcda9,C_k39,BELONGS_TO_COHORT,1.0
U_80a3fee9-cc50-5705-996f-9fac73da68f4,C_k40,BELONGS_TO_COHORT,1.0
U_80ae2cc2-b8b3-59c4-80bb-9c0d6b06e059,C_k30,BELONGS_TO_COHORT,1.0
U_80b96676-473e-5af9-8704-facc8eac51ff,C_k44,BELONGS_TO_COHORT,1.0
U_80c0a40d-b7d3-5987-9f82-c59b27eecf2f,C_k44,BELONGS_TO_COHORT,1.0
U_80ce60f0-f8f1-5ccf-b4ed-f8ca05f541b1,C_k30,BELONGS_TO_COHORT,1.0
U_80d204e4-bc12-56f1-8f1a-e59447bcb895,C_k45,BELONGS_TO_COHORT,1.0
U_80d4c826-07ab-5b66-8101-fc3dfa310dca,C_k42,BELONGS_TO_COHORT,1.0
U_80d78487-1a2f-57e9-ba6f-e1054cce00db,C_k38,BELONGS_TO_COHORT,1.0
U_80e74655-4492-5859-89da-f7ace09b1a0d,C_k38,BELONGS_TO_COHORT,1.0
U_80ec9e67-cafc-52b5-8128-e92ff40a07d2,C_k42,BELONGS_TO_COHORT,1.0
U_80f2ed3e-b584-5bd9-a287-a3a04946711c,C_k39,BELONGS_TO_COHORT,1.0
U_80fc09e3-216a-57c7-8b1f-397b87ef45e6,C_k39,BELONGS_TO_COHORT,1.0
U_81164cda-f3c1-52a6-9b18-05c6e17f753e,C_k31,BELONGS_TO_COHORT,1.0
U_8129bfc7-8fe1-542b-91d1-df81041016fd,C_k38,BELONGS_TO_COHORT,1.0
U_81367385-309a-5915-9fed-c8beea0c5a4f,C_k30,BELONGS_TO_COHORT,1.0
U_814e7060-91f7-5fb2-8e75-2f54f84e3f64,C_k40,BELONGS_TO_COHORT,1.0
U_8152b57a-b5d5-5203-b071-e5fed959c4e0,C_k42,BELONGS_TO_COHORT,1.0
U_8161e49e-e432-58cd-aee2-ee23be73c09c,C_k44,BELONGS_TO_COHORT,1.0
U_8166355f-d0ce-5377-82fb-25000270baaf,C_k35,BELONGS_TO_COHORT,1.0
U_816ae13d-8040-545f-9a46-1ac4424976cb,C_k44,BELONGS_TO_COHORT,1.0
U_81857d53-6374-597a-978f-458e62cb649b,C_k38,BELONGS_TO_COHORT,1.0
U_81a10db4-f67f-52c3-b5b3-1a9826754849,C_k36,BELONGS_TO_COHORT,1.0
U_81b20d12-6d3c-50ee-80ff-649e56272002,C_k36,BELONGS_TO_COHORT,1.0
U_81d59b36-91f0-5674-a3de-5282b461e55e,C_k36,BELONGS_TO_COHORT,1.0
U_82043e74-99d4-5028-9e9e-2b69ecfdc8aa,C_k45,BELONGS_TO_COHORT,1.0
U_820758be-c834-5806-a43a-add13ff00d31,C_k35,BELONGS_TO_COHORT,1.0
U_82252e97-0528-525d-9346-5b619e59bbc3,C_k44,BELONGS_TO_COHORT,1.0
U_823439d4-4ffd-52d1-b01a-f60ddacf132a,C_k33,BELONGS_TO_COHORT,1.0
U_82391e41-c5ef-581c-94bb-a90782c68094,C_k32,BELONGS_TO_COHORT,1.0
U_823965ea-9337-5205-ba7f-e0c052eb7515,C_k42,BELONGS_TO_COHORT,1.0
U_829cd1bc-dfc1-54ff-8d8d-6e23931ec03d,C_k44,BELONGS_TO_COHORT,1.0
U_82cd8f44-e1a9-5ec9-80c1-54dede3794e6,C_k45,BELONGS_TO_COHORT,1.0
U_82d7bdbd-0181-504f-876f-fbbc646a44c9,C_k40,BELONGS_TO_COHORT,1.0
U_82deac58-6d13-5bd3-87c5-f111475bddaa,C_k41,BELONGS_TO_COHORT,1.0
U_82e3d4e0-4629-5bbf-be56-a42f7464ab08,C_k33,BELONGS_TO_COHORT,1.0
U_82f0ecc3-5817-527e-ae7d-fc48e55ca2c7,C_k32,BELONGS_TO_COHORT,1.0
U_82f34e24-8cf6-5c8b-a626-e9c3d1c0f3db,C_k38,BELONGS_TO_COHORT,1.0
U_83091b29-74d9-53b4-9e3e-e8d06cda7858,C_k38,BELONGS_TO_COHORT,1.0
U_8343d3c6-19c5-57d5-a9dc-f2e9fd1789bb,C_k34,BELONGS_TO_COHORT,1.0
U_834870b7-2790-57a8-8bd9-dd3e2caefd2f,C_k39,BELONGS_TO_COHORT,1.0
U_8348880c-4d49-5419-a478-eb4f582f6935,C_k42,BELONGS_TO_COHORT,1.0
U_834b7ae6-6109-58c1-b889-e6ac99c88905,C_k35,BELONGS_TO_COHORT,1.0
U_8374cbbb-d5ac-5473-baee-541d26270b81,C_k45,BELONGS_TO_COHORT,1.0
U_837dbd9b-03e7-598c-91c5-dcb707505da7,C_k33,BELONGS_TO_COHORT,1.0
U_83a0fd76-baa8-578f-bfd5-20b3db7cbbb7,C_k45,BELONGS_TO_COHORT,1.0
U_83a2d7b3-259d-5b3e-b034-d85dbc1b1864,C_k31,BELONGS_TO_COHORT,1.0
U_83a5d122-4eec-57cc-8eb2-1e2f43939490,C_k44,BELONGS_TO_COHORT,1.0
U_83aebece-d77e-5d56-b48e-9e77007d0cc5,C_k37,BELONGS_TO_COHORT,1.0
U_83b717ad-535a-5104-af73-7a3d996f75b4,C_k32,BELONGS_TO_COHORT,1.0
U_83ba8a61-3306-4da9-b391-91907b603772,C_k41,BELONGS_TO_COHORT,1.0
U_83d531b2-67ff-5cda-94eb-818785ec60f3,C_k41,BELONGS_TO_COHORT,1.0
U_83dd8efb-b13b-5185-9e34-1774bb970fc1,C_k32,BELONGS_TO_COHORT,1.0
U_83ea1f6c-470e-5119-a696-9a4d55e925d8,C_k41,BELONGS_TO_COHORT,1.0
U_83edf430-e137-5aa5-b136-e753126516db,C_k41,BELONGS_TO_COHORT,1.0
U_83f71971-6e48-5a8f-81fb-2f596772d409,C_k36,BELONGS_TO_COHORT,1.0
U_841b8347-09f9-5510-adb9-9853c368088f,C_k32,BELONGS_TO_COHORT,1.0
U_84248935-ffab-505d-ae96-2cd804822573,C_k42,BELONGS_TO_COHORT,1.0
U_8442763a-ac54-5718-ba3e-0de2a73cfedd,C_k39,BELONGS_TO_COHORT,1.0
U_8447567c-3502-5b97-bf9e-1c43b6b611b9,C_k34,BELONGS_TO_COHORT,1.0
U_844f232d-6888-5b60-87d5-dc4e37012b8f,C_k32,BELONGS_TO_COHORT,1.0
U_8477cf57-33d6-5bc7-bdcf-a388be831ddf,C_k43,BELONGS_TO_COHORT,1.0
U_84852ba8-49f1-51cf-a0df-c0cefdb8dad9,C_k36,BELONGS_TO_COHORT,1.0
U_84a3702c-0675-50c5-add1-61836d926c68,C_k34,BELONGS_TO_COHORT,1.0
U_84ab7a6a-7cb5-5675-8e17-7d1008caf69d,C_k31,BELONGS_TO_COHORT,1.0
U_84e39e92-bbc1-589b-b615-4e47ed06cea0,C_k30,BELONGS_TO_COHORT,1.0
U_84efe4e4-33a3-538b-9c41-6eb7523e6800,C_k40,BELONGS_TO_COHORT,1.0
U_84f35b73-0b22-5c16-b265-bb35e4fc008e,C_k30,BELONGS_TO_COHORT,1.0
U_84fd27a6-1714-5ab7-81c2-70c32c74bd7d,C_k45,BELONGS_TO_COHORT,1.0
U_84ff3725-b370-5a92-aa37-538a87ef3848,C_k45,BELONGS_TO_COHORT,1.0
U_851dcaef-332e-5b8d-8137-810463eda17d,C_k37,BELONGS_TO_COHORT,1.0
U_85564c94-e081-553e-bc43-b8ded4bb14fd,C_k37,BELONGS_TO_COHORT,1.0
U_856adc6b-8a74-5a22-9b67-4f48a4d69734,C_k38,BELONGS_TO_COHORT,1.0
U_8570e416-4034-599f-94a2-5dc6a6e08423,C_k40,BELONGS_TO_COHORT,1.0
U_8571f99f-d841-534e-9ae1-e4dffa199579,C_k34,BELONGS_TO_COHORT,1.0
U_857246a2-a60b-5381-8ba4-6c352ea467fc,C_k30,BELONGS_TO_COHORT,1.0
U_857af107-5ca5-530d-bda7-ab57e7fda40b,C_k38,BELONGS_TO_COHORT,1.0
U_858d2989-7fc4-5869-bae1-3fde92840cd0,C_k39,BELONGS_TO_COHORT,1.0
U_858f2901-cd19-530c-b092-461b63405754,C_k30,BELONGS_TO_COHORT,1.0
U_85a4bad6-f48a-5463-95c6-76e839c27e71,C_k41,BELONGS_TO_COHORT,1.0
U_85b76433-9faf-5edf-9250-b3e44edbcb17,C_k43,BELONGS_TO_COHORT,1.0
U_85cd5faf-7fbc-5c47-8937-caff9b427bf2,C_k31,BELONGS_TO_COHORT,1.0
U_85e0bf6a-50d2-5115-9940-094630afbe21,C_k40,BELONGS_TO_COHORT,1.0
U_85e3b097-cc04-5cff-b413-6162c52dab90,C_k43,BELONGS_TO_COHORT,1.0
U_85f04e4b-8469-5b65-b93d-9ca644adfdc9,C_k40,BELONGS_TO_COHORT,1.0
U_8621ac2e-2de8-591b-83d2-8ad8ee1642d5,C_k41,BELONGS_TO_COHORT,1.0
U_8630649d-c7dd-5c26-bb07-26cfa8db29ec,C_k31,BELONGS_TO_COHORT,1.0
U_86325e8e-7e77-53ed-a264-3ca37a8ad736,C_k42,BELONGS_TO_COHORT,1.0
U_863f4cf5-1631-5288-ba79-3bea4b7aebc2,C_k32,BELONGS_TO_COHORT,1.0
U_86565422-0f8b-57e8-a327-6ef309ebd91b,C_k31,BELONGS_TO_COHORT,1.0
U_865bbdb3-9850-5db9-914b-3feac9e585c2,C_k42,BELONGS_TO_COHORT,1.0
U_86802094-62a6-59c5-b590-feb1c95525f4,C_k30,BELONGS_TO_COHORT,1.0
U_868e3ec5-62ac-54f7-8792-f6c02fd884b4,C_k39,BELONGS_TO_COHORT,1.0
U_8693f78e-1b47-5804-9bb5-e913b2f58fdb,C_k33,BELONGS_TO_COHORT,1.0
U_86af7c03-4e6d-501b-9a2a-76ae4332758b,C_k30,BELONGS_TO_COHORT,1.0
U_86bac4e3-d04e-5f57-867c-97ef2bfc8acf,C_k43,BELONGS_TO_COHORT,1.0
U_86bce0e7-3618-557a-9337-69dc691ca24e,C_k38,BELONGS_TO_COHORT,1.0
U_86cb732a-28cd-5625-83ea-7d1d3f190d72,C_k35,BELONGS_TO_COHORT,1.0
U_86cc5c85-5935-50a0-b0fe-a248553ef2d8,C_k32,BELONGS_TO_COHORT,1.0
U_86d7e3d5-7d06-5711-8ccb-138071c965ae,C_k37,BELONGS_TO_COHORT,1.0
U_86ea929e-666b-5bc3-a1e1-8ce639c50495,C_k35,BELONGS_TO_COHORT,1.0
U_86f30f84-10a6-5ec9-8173-70cacd643b7e,C_k36,BELONGS_TO_COHORT,1.0
U_87077d7c-f522-5a77-891e-03ddacfe5b10,C_k38,BELONGS_TO_COHORT,1.0
U_870870ea-25f8-5d5b-b749-35582a1ae87e,C_k33,BELONGS_TO_COHORT,1.0
U_871396fa-b4ea-5045-b4e6-5e35ce4bb870,C_k42,BELONGS_TO_COHORT,1.0
U_8743f71f-d87c-508d-a905-6bbd7372c17d,C_k37,BELONGS_TO_COHORT,1.0
U_874623a3-23a0-570f-b68e-348539b77c8f,C_k37,BELONGS_TO_COHORT,1.0
U_87486746-f6c6-5eca-a11b-e9600c768f00,C_k33,BELONGS_TO_COHORT,1.0
U_8749b0e3-a31d-5ba8-af2f-49d66f70b5a0,C_k35,BELONGS_TO_COHORT,1.0
U_87551448-e802-5aaf-b81f-0cfe5520c4ce,C_k45,BELONGS_TO_COHORT,1.0
U_8756c151-e271-5e08-a400-2484864a7668,C_k37,BELONGS_TO_COHORT,1.0
U_8757c243-09fd-54bb-bd85-df60d27d3425,C_k36,BELONGS_TO_COHORT,1.0
U_875b3555-b941-55e7-8b9e-3d57c701475f,C_k33,BELONGS_TO_COHORT,1.0
U_875c1e13-da71-5a89-9950-39753d70375e,C_k43,BELONGS_TO_COHORT,1.0
U_875fa030-7bfc-58b1-b1c3-21aec3241e28,C_k41,BELONGS_TO_COHORT,1.0
U_87608091-4de9-54c5-a8b5-8daf202eb4b5,C_k36,BELONGS_TO_COHORT,1.0
U_87670d1f-d851-5077-bc96-6cd5a3775330,C_k30,BELONGS_TO_COHORT,1.0
U_876fc781-548b-5173-a99b-a66a3d836473,C_k43,BELONGS_TO_COHORT,1.0
U_877831ba-4ba5-5448-bae9-8c3121655a5e,C_k33,BELONGS_TO_COHORT,1.0
U_87784a01-0e93-5bde-bc62-b09d5fe9af2f,C_k32,BELONGS_TO_COHORT,1.0
U_877d2cb8-5a1a-5166-9f26-ddc8b6e41e31,C_k39,BELONGS_TO_COHORT,1.0
U_878bc553-65d2-5ad7-9c53-5200eff3dee3,C_k34,BELONGS_TO_COHORT,1.0
U_8790421b-3bdc-5766-8aeb-0d7cce6defed,C_k34,BELONGS_TO_COHORT,1.0
U_8792b584-b835-4340-889b-06f1ae962e99,C_k45,BELONGS_TO_COHORT,1.0
U_879f798f-bcec-5e20-bee7-41ed66217c57,C_k30,BELONGS_TO_COHORT,1.0
U_87a5e2ef-4d74-5cc2-b13b-ce16d704d4f0,C_k44,BELONGS_TO_COHORT,1.0
U_87af7bc1-654d-569f-b6f8-3ee98bafeb19,C_k43,BELONGS_TO_COHORT,1.0
U_87b84178-fa48-547c-9e3c-f5822ca6e0cb,C_k39,BELONGS_TO_COHORT,1.0
U_87bcaa45-639e-51e1-8ef7-6b4b2f96ede3,C_k41,BELONGS_TO_COHORT,1.0
U_87d4143c-fb4b-5ce8-bb2d-32978387ddce,C_k43,BELONGS_TO_COHORT,1.0
U_8800d2fe-dde3-562e-a17d-65a7e571e457,C_k41,BELONGS_TO_COHORT,1.0
U_8801b7dc-719d-599b-bb2c-696e0f5dd1bd,C_k33,BELONGS_TO_COHORT,1.0
U_88044ec9-06c0-58e5-99d8-1070a6176b48,C_k45,BELONGS_TO_COHORT,1.0
U_8827a003-b2e3-5385-8424-ab1e5428c378,C_k30,BELONGS_TO_COHORT,1.0
U_88509d0e-c575-547e-8801-f3974f5c33f2,C_k37,BELONGS_TO_COHORT,1.0
U_886fa07a-c56e-5617-ae2a-7a82c7ed4c0f,C_k35,BELONGS_TO_COHORT,1.0
U_88749350-0948-5e01-85fb-eac73daf9333,C_k36,BELONGS_TO_COHORT,1.0
U_887509e6-7eaa-5387-8749-d74d29db9357,C_k32,BELONGS_TO_COHORT,1.0
U_88781fd9-ddbb-5b65-a4a6-4dd90344939c,C_k42,BELONGS_TO_COHORT,1.0
U_88791a49-1e00-5f74-830a-8c93b5737e84,C_k36,BELONGS_TO_COHORT,1.0
U_8896be33-4642-52ec-a6ce-58f88d704399,C_k34,BELONGS_TO_COHORT,1.0
U_8898a363-89ee-54f5-8980-233c294b5538,C_k36,BELONGS_TO_COHORT,1.0
U_88a5e8c5-2928-5787-a349-8a825a4db543,C_k32,BELONGS_TO_COHORT,1.0
U_88a6af1b-540b-579c-a84e-f158b077dabd,C_k32,BELONGS_TO_COHORT,1.0
U_88b7186b-88a7-5cd4-80b1-598e6b859fa3,C_k33,BELONGS_TO_COHORT,1.0
U_88b7387b-e7e7-5598-98dc-0ce1f494f210,C_k44,BELONGS_TO_COHORT,1.0
U_88bb9cfc-1d02-5d6e-ac9b-5a6b5d4bf305,C_k31,BELONGS_TO_COHORT,1.0
U_88bfee95-ea5e-52ea-975d-7c586dbb0ce0,C_k42,BELONGS_TO_COHORT,1.0
U_88c89864-8898-435e-852c-1a1930269f7b,C_k42,BELONGS_TO_COHORT,1.0
U_88d6aa9b-23a4-57dd-a255-fbd8b4001912,C_k36,BELONGS_TO_COHORT,1.0
U_88dca956-799e-53e9-85d2-3768409dc4d3,C_k33,BELONGS_TO_COHORT,1.0
U_88ebe26e-482d-5d22-a044-53f8228a7494,C_k39,BELONGS_TO_COHORT,1.0
U_88ec74a3-9335-5927-8b5f-3afedcc652c7,C_k30,BELONGS_TO_COHORT,1.0
U_891bde0e-b972-5682-80af-49b6b7f31ede,C_k39,BELONGS_TO_COHORT,1.0
U_8942e1d6-fee7-542b-8ec4-a79c3d1cb2c8,C_k42,BELONGS_TO_COHORT,1.0
U_894d93c3-900b-50cc-92fa-fe0fe35699ca,C_k42,BELONGS_TO_COHORT,1.0
U_89535aef-e59d-57ac-95d5-822684c9b0bc,C_k32,BELONGS_TO_COHORT,1.0
U_895dac14-96d9-564b-8a90-5894acb1c267,C_k40,BELONGS_TO_COHORT,1.0
U_8960b37a-7c2a-5743-81ea-5708b8ff8976,C_k38,BELONGS_TO_COHORT,1.0
U_896ff8a3-3860-594d-8fa2-c26065bb7af8,C_k30,BELONGS_TO_COHORT,1.0
U_89704dfc-ca0e-5669-a581-59a286ed92c6,C_k32,BELONGS_TO_COHORT,1.0
U_89805f48-1573-5586-8a44-e73e6e33fd8e,C_k30,BELONGS_TO_COHORT,1.0
U_89ac5a1c-d29a-51b9-adc9-4395a42d5a3a,C_k30,BELONGS_TO_COHORT,1.0
U_89b2fbe3-f406-5a48-b79a-9d897539da63,C_k39,BELONGS_TO_COHORT,1.0
U_89c47c02-8644-5c46-8c2a-6730f090a6f8,C_k37,BELONGS_TO_COHORT,1.0
U_89d268c9-c0e9-5f10-b3aa-7c3a49e5b017,C_k35,BELONGS_TO_COHORT,1.0
U_89ee177d-47bf-585e-8608-c53b5913776e,C_k43,BELONGS_TO_COHORT,1.0
U_89f22df7-16f3-5d35-9a29-5b9b4e5b228f,C_k37,BELONGS_TO_COHORT,1.0
U_8a0079bb-0228-52ef-a1f1-c702cd1503d0,C_k43,BELONGS_TO_COHORT,1.0
U_8a2a3778-faa9-5516-a2f3-a26ae184870c,C_k38,BELONGS_TO_COHORT,1.0
U_8a392469-8a17-5a56-b9af-1a1b9eda3a83,C_k38,BELONGS_TO_COHORT,1.0
U_8a4d4728-15a0-5182-aa27-b92df889a77e,C_k43,BELONGS_TO_COHORT,1.0
U_8a4df2ee-eb24-5115-b70b-441e3a7ee9fb,C_k30,BELONGS_TO_COHORT,1.0
U_8a55a558-efe8-59b9-838e-31f72acc0045,C_k33,BELONGS_TO_COHORT,1.0
U_8a67ec69-5a26-51ee-b6e3-c620dd098cec,C_k35,BELONGS_TO_COHORT,1.0
U_8a74f656-d232-56fd-8566-fc75ac61fe43,C_k33,BELONGS_TO_COHORT,1.0
U_8a8f8ffd-3527-55d0-9eb9-e6e01e26c061,C_k30,BELONGS_TO_COHORT,1.0
U_8a970e57-38b9-58c3-bf92-371893bc33f9,C_k40,BELONGS_TO_COHORT,1.0
U_8aa61e32-9427-5794-9495-240ccddb546b,C_k41,BELONGS_TO_COHORT,1.0
U_8aa63485-fa5e-540a-92a7-f63d6129406f,C_k40,BELONGS_TO_COHORT,1.0
U_8aa67310-7b9e-549d-b77e-4d543cc23bac,C_k35,BELONGS_TO_COHORT,1.0
U_8ab4ffd1-0a38-5efe-af2c-127df414ba1d,C_k31,BELONGS_TO_COHORT,1.0
U_8ab58c53-6d83-526a-8b91-2d747ebb56f7,C_k40,BELONGS_TO_COHORT,1.0
U_8ab73f3b-5294-5181-93f5-2422e16a1153,C_k44,BELONGS_TO_COHORT,1.0
U_8ab938ef-f513-5671-9ebc-eedd6232155b,C_k40,BELONGS_TO_COHORT,1.0
U_8abd5319-fc11-566f-a879-bdc6f8591876,C_k34,BELONGS_TO_COHORT,1.0
U_8ae9aa68-cf8f-5154-8f34-6ccf2e5d02b8,C_k39,BELONGS_TO_COHORT,1.0
U_8aeaf8ca-fcf7-5bc3-be9b-0742f1a6314e,C_k31,BELONGS_TO_COHORT,1.0
U_8af2d024-2f16-5c29-b1ec-49feb69277cb,C_k33,BELONGS_TO_COHORT,1.0
U_8af3085e-a39d-54f4-a30d-d4a79e80738d,C_k45,BELONGS_TO_COHORT,1.0
U_8af44ce9-6629-5bb7-9a77-b82a1041630f,C_k40,BELONGS_TO_COHORT,1.0
U_8af6cdc9-5ef7-5e7f-b65b-d7fba8ade258,C_k45,BELONGS_TO_COHORT,1.0
U_8af7ba55-3d19-5439-9020-557eba3f0f58,C_k32,BELONGS_TO_COHORT,1.0
U_8b069a38-a679-5315-bace-0f668b77a2ff,C_k35,BELONGS_TO_COHORT,1.0
U_8b10c29d-d92a-5c03-a625-84053057e6e9,C_k36,BELONGS_TO_COHORT,1.0
U_8b12bd3c-cb60-5ca6-925f-1c1f389ce710,C_k31,BELONGS_TO_COHORT,1.0
U_8b1ec983-42d8-568d-b7f3-2a3788ccb7fc,C_k34,BELONGS_TO_COHORT,1.0
U_8b219e8f-8cc1-5cc2-a7e9-90edfb336319,C_k39,BELONGS_TO_COHORT,1.0
U_8b2a9ca0-7ced-59c7-a967-8a89e42e9090,C_k43,BELONGS_TO_COHORT,1.0
U_8b33272c-4534-5f86-aa54-36b661da2a62,C_k35,BELONGS_TO_COHORT,1.0
U_8b5572ab-3002-5771-973a-bf634c93967c,C_k45,BELONGS_TO_COHORT,1.0
U_8b6a314e-8b2f-5ecc-906b-fe4c74e0fa13,C_k41,BELONGS_TO_COHORT,1.0
U_8b6a8fbe-c424-5fd8-ba08-8bc53522b445,C_k37,BELONGS_TO_COHORT,1.0
U_8b6dae0a-1c9d-5185-97a6-c78e59672829,C_k32,BELONGS_TO_COHORT,1.0
U_8b86e7e0-1994-5d56-beb8-20f32bc639a7,C_k34,BELONGS_TO_COHORT,1.0
U_8b90e0a6-f73a-5349-90cd-9dd38179f2ae,C_k37,BELONGS_TO_COHORT,1.0
U_8bb02bca-9de5-571a-9e0e-4f7ff961b84b,C_k40,BELONGS_TO_COHORT,1.0
U_8bb7ab04-cecf-5404-9762-b368801f78a2,C_k45,BELONGS_TO_COHORT,1.0
U_8bca2e6a-e4f0-5cb5-b2a9-94da41e96742,C_k33,BELONGS_TO_COHORT,1.0
U_8bec9c6f-463e-58bd-957e-e51fc073c74d,C_k42,BELONGS_TO_COHORT,1.0
U_8bf8c89c-329b-5280-95be-17df734820d5,C_k43,BELONGS_TO_COHORT,1.0
U_8bfb35cd-22e7-503a-aad0-c4b87a6f4bf6,C_k36,BELONGS_TO_COHORT,1.0
U_8c18822f-826e-5228-ba54-09bc410c910d,C_k37,BELONGS_TO_COHORT,1.0
U_8c1e6290-029e-554a-8474-835e2de125ee,C_k31,BELONGS_TO_COHORT,1.0
U_8c25d932-2498-5269-a52d-9122e455471f,C_k45,BELONGS_TO_COHORT,1.0
U_8c405d70-8819-58b5-9824-a5b396d54923,C_k44,BELONGS_TO_COHORT,1.0
U_8c5a461e-bae3-5e5a-9bf6-bc5b64d8b6a5,C_k44,BELONGS_TO_COHORT,1.0
U_8c684132-299f-5511-906f-9cd198f51ff6,C_k35,BELONGS_TO_COHORT,1.0
U_8c71883f-d2e2-57bf-830a-302530b53d81,C_k30,BELONGS_TO_COHORT,1.0
U_8c7294a9-a50e-5210-98bb-e7444b0f8994,C_k40,BELONGS_TO_COHORT,1.0
U_8c78d2f5-b7a3-53a4-bdee-478452ff6cd1,C_k32,BELONGS_TO_COHORT,1.0
U_8c8662ca-2f0f-542b-83a9-e09d9a22b964,C_k35,BELONGS_TO_COHORT,1.0
U_8c89ae5b-35a0-5154-a36c-60e66a1bbe68,C_k39,BELONGS_TO_COHORT,1.0
U_8c9ca727-ba37-484a-9a6c-464f1642ee74,C_k36,BELONGS_TO_COHORT,1.0
U_8ca246c3-9b34-5480-9c30-85c59c7aa298,C_k38,BELONGS_TO_COHORT,1.0
U_8ca27ac2-c6da-5158-95ef-4f447c9cca5f,C_k33,BELONGS_TO_COHORT,1.0
U_8ca64683-07e6-5d4e-89ea-dc7d5867b64c,C_k44,BELONGS_TO_COHORT,1.0
U_8ca9a055-b2e3-52db-adf8-09cddc776adc,C_k34,BELONGS_TO_COHORT,1.0
U_8cc2fba3-f4ca-4702-80b1-ef977baa7db8,C_k32,BELONGS_TO_COHORT,1.0
U_8cc8fe94-4a11-5f9f-84b6-20529d649d16,C_k30,BELONGS_TO_COHORT,1.0
U_8ccf997e-6f99-52af-b4c1-8b66df454980,C_k35,BELONGS_TO_COHORT,1.0
U_8cdaac6a-1f94-572a-87ec-61a84d1edb70,C_k41,BELONGS_TO_COHORT,1.0
U_8ce60dcd-716d-5b23-a201-e7d37543d4a9,C_k42,BELONGS_TO_COHORT,1.0
U_8ceffd6e-a175-5c1f-a316-dc09a8823e79,C_k39,BELONGS_TO_COHORT,1.0
U_8d057cc8-9a28-548b-a307-c6c882a23f8a,C_k36,BELONGS_TO_COHORT,1.0
U_8d1824d2-daa7-5746-a6e5-04768d6f18a1,C_k42,BELONGS_TO_COHORT,1.0
U_8d24e3e6-0e3b-5bbe-9599-42ed6ee334c2,C_k32,BELONGS_TO_COHORT,1.0
U_8d285f7b-1199-5f6e-8517-a376fe92848d,C_k39,BELONGS_TO_COHORT,1.0
U_8d297fc8-08b7-5694-a023-6c85f80837e5,C_k33,BELONGS_TO_COHORT,1.0
U_8d7307dc-f5e3-5ee9-9b28-46ea8343736d,C_k35,BELONGS_TO_COHORT,1.0
U_8d7a8cc3-3b70-5d4b-b514-1227106265af,C_k42,BELONGS_TO_COHORT,1.0
U_8d8b3d64-c17b-516a-8998-711c90dcf256,C_k33,BELONGS_TO_COHORT,1.0
U_8d9517f2-e5f9-5a5b-8644-21cec59e674e,C_k36,BELONGS_TO_COHORT,1.0
U_8df97bac-1023-50d1-845b-dc5c696e4ce1,C_k42,BELONGS_TO_COHORT,1.0
U_8e04dffa-f943-509b-b1bf-9922f4c3a92f,C_k32,BELONGS_TO_COHORT,1.0
